Time	Open	High	Low	Close	Volume	MovingAverage	AlligatorJaw	AlligatorTeeth	AlligatorLips	RSI
2024.09.09 17:00	2499.8	2501.16	2493.22	2496.88	9599	2504.299285714279	2500.5923076923104	2504.9812499999957	2504.6810000000246	54.92989656682891
2024.09.09 18:00	2496.89	2499.51	2493.6	2499.11	6870	2504.187142857136	2501.500769230772	2504.9756249999955	2503.738000000025	50.4955184197237
2024.09.09 19:00	2499.12	2505.24	2499.12	2504.34	4637	2504.354999999993	2502.2703846153872	2505.041874999996	2503.080000000025	49.63252986547951
2024.09.09 20:00	2504.34	2506.46	2499.41	2499.96	4943	2504.4457142857077	2502.9430769230794	2504.741874999995	2503.102000000025	56.08152912525232
2024.09.09 21:00	2500.03	2505.27	2499.46	2504.71	3553	2504.4228571428503	2503.149615384618	2504.323749999995	2503.506000000025	55.35362377657535
2024.09.09 22:00	2504.71	2506.07	2502.61	2505.95	3502	2504.31285714285	2503.196923076925	2504.141249999995	2503.254000000025	53.08517621691408
2024.09.09 23:00	2505.95	2507.13	2505.22	2506.1	1977	2504.797142857136	2503.5623076923102	2503.9231249999957	2503.484000000025	66.03118635440985
2024.09.10 01:00	2505.7	2507.13	2505.7	2507.02	743	2504.8014285714216	2504.0450000000023	2503.362499999995	2504.394000000025	53.89721580058779
2024.09.10 02:00	2506.93	2507.61	2505.7	2506.74	1367	2505.066428571421	2504.258461538464	2503.143124999995	2504.542000000025	56.68894983492535
2024.09.10 03:00	2506.73	2507.43	2504.81	2505.37	3655	2505.7014285714213	2504.410384615387	2503.704374999995	2505.411000000025	60.7627686019983
2024.09.10 04:00	2505.47	2506.84	2502.85	2503.82	7122	2506.512142857136	2504.3542307692333	2504.0543749999947	2507.245000000025	62.48985375310959
2024.09.10 05:00	2503.83	2504.03	2501.75	2503.01	4116	2507.271428571421	2504.2580769230794	2504.9687499999945	2507.6370000000247	60.35705780763465
2024.09.10 06:00	2502.94	2504.35	2501.44	2502.5	3741	2508.3114285714214	2504.350769230772	2505.9656249999944	2508.8240000000246	63.79728866910168
2024.09.10 07:00	2502.51	2502.85	2501.03	2501.75	2140	2509.2664285714213	2504.295384615387	2505.9774999999945	2510.305000000025	64.7402627078145
2024.09.10 08:00	2501.76	2504.92	2500.74	2503.85	4716	2510.07285714285	2504.4953846153867	2507.0281249999944	2511.305000000025	63.06835655754541
2024.09.10 09:00	2503.86	2506.57	2503.34	2505.07	6050	2511.049999999993	2504.855769230772	2508.4612499999944	2512.009000000025	63.17553381493913
2024.09.10 10:00	2504.88	2507.71	2502.11	2502.77	5436	2512.218571428564	2504.8715384615407	2509.8568749999945	2514.1500000000246	65.8111583436559
2024.09.10 11:00	2502.76	2503.15	2500.12	2502.31	5428	2512.977142857136	2505.673461538464	2510.7249999999945	2514.796000000025	61.3984374984032
2024.09.10 12:00	2502.31	2506.06	2500.12	2505.98	5768	2513.9135714285644	2506.458461538464	2511.9824999999946	2515.4690000000246	64.07990482409693
2024.09.10 13:00	2506.06	2509.63	2505.13	2505.63	5733	2514.9264285714216	2507.4057692307715	2512.8937499999947	2516.1290000000245	64.07990482409693
2024.09.10 14:00	2505.63	2507.16	2504.23	2504.56	4579	2515.324999999993	2508.2900000000022	2513.6012499999947	2516.7910000000247	64.92499097363373
2024.09.10 15:00	2504.53	2514.04	2504.47	2513.8	7311	2516.2392857142786	2509.120769230772	2515.164374999995	2517.390000000025	65.22783749948755
2024.09.10 16:00	2513.83	2515.34	2506.27	2506.8	11076	2517.1092857142785	2510.015769230772	2515.704374999995	2517.8760000000248	67.5075366275918
2024.09.10 17:00	2506.65	2509.26	2500.84	2509.08	11782	2518.0999999999926	2511.156538461541	2516.410624999995	2518.259000000025	73.50309019587627
2024.09.10 18:00	2509.15	2518.38	2508.25	2512.71	8567	2518.608571428564	2512.269230769233	2517.000624999995	2518.6220000000244	61.74147702989546
2024.09.10 19:00	2512.79	2515.53	2510.67	2514.36	5713	2519.406428571421	2513.058076923079	2517.507499999995	2519.2720000000245	65.06980363310475
2024.09.10 20:00	2514.37	2515.66	2512.85	2513.13	3990	2519.901428571421	2514.06230769231	2517.959374999995	2520.5110000000245	62.8562618382546
2024.09.10 21:00	2513.12	2516.58	2512.07	2516.31	3979	2520.222142857136	2514.810000000002	2518.501874999995	2521.5640000000244	59.69944922110434
2024.09.10 22:00	2516.32	2517.43	2514.08	2517.22	4484	2520.640714285707	2515.3926923076947	2519.561874999995	2522.6740000000245	60.413147510600254
2024.09.10 23:00	2517.13	2517.39	2515.7	2516.36	1751	2520.050714285707	2516.494230769233	2520.3974999999946	2523.4690000000246	39.62407890635512
2024.09.11 01:00	2515.96	2517.09	2515.84	2516.45	575	2519.404285714278	2517.0765384615406	2521.1843749999944	2523.6000000000245	41.821577279144165
2024.09.11 02:00	2516.48	2518.76	2516.35	2518.67	1707	2518.8949999999923	2517.9876923076945	2521.7587499999945	2523.096000000025	41.65033021029152
2024.09.11 03:00	2518.6	2519.09	2516.18	2516.6	3348	2518.613571428564	2518.7557692307714	2522.0793749999943	2519.4110000000246	49.55465014406446
2024.09.11 04:00	2516.61	2522.55	2514.95	2518.74	7839	2518.3578571428493	2519.4946153846176	2522.5849999999946	2516.2250000000245	50.04685839491833
2024.09.11 05:00	2518.74	2520.36	2517.59	2518.74	5624	2518.0207142857066	2520.078461538464	2520.8906249999945	2512.6890000000244	49.32697129966545
2024.09.11 06:00	2518.75	2519.97	2516.79	2519.38	4581	2517.4407142857067	2520.4626923076944	2519.2799999999943	2510.744000000024	44.90307025597969
2024.09.11 07:00	2519.4	2520.15	2518.59	2519.6	3451	2516.847857142849	2520.921153846156	2516.8699999999944	2509.625000000024	47.273197526852414
2024.09.11 08:00	2519.58	2522.41	2519.36	2521.26	5951	2515.766428571421	2520.0180769230788	2515.3168749999945	2511.388000000024	45.12616203751289
2024.09.11 09:00	2521.27	2529.02	2520.87	2526.58	8475	2515.152142857135	2519.276923076925	2514.4293749999947	2512.543000000024	47.55624773408479
2024.09.11 10:00	2526.58	2527.71	2520.77	2521.48	5627	2514.267857142849	2518.2703846153863	2513.3399999999947	2513.7110000000243	46.0908209642142
2024.09.11 11:00	2521.45	2527.18	2520.68	2524.3	5228	2513.478571428564	2517.719615384617	2512.3693749999948	2513.8440000000246	46.58931720148951
2024.09.11 12:00	2524.34	2524.69	2522.0	2523.24	3503	2512.8657142857064	2517.6003846153862	2511.004374999995	2513.0010000000248	48.378993184275856
2024.09.11 13:00	2523.22	2523.31	2519.77	2521.71	4677	2512.1514285714206	2517.235769230771	2511.837499999995	2512.562000000025	46.7459833428801
2024.09.11 14:00	2521.7	2524.14	2520.71	2522.22	4752	2512.697857142849	2516.688846153848	2512.414374999995	2512.1550000000248	53.47389843613671
2024.09.11 15:00	2522.15	2522.98	2488.65	2508.19	13067	2513.225714285706	2515.6550000000016	2513.260624999995	2512.544000000025	55.4336333750998
2024.09.11 16:00	2508.22	2512.89	2503.11	2509.62	15822	2513.938571428563	2514.7503846153863	2513.251249999995	2512.555000000025	59.28523411072053
2024.09.11 17:00	2509.41	2510.43	2500.9	2509.47	15061	2514.0871428571345	2513.880000000002	2512.8287499999947	2512.857000000025	53.99232937764111
2024.09.11 18:00	2509.5	2514.93	2508.7	2514.8	9657	2514.1392857142773	2513.0407692307717	2512.5668749999945	2513.699000000025	52.06404021960176
2024.09.11 19:00	2514.78	2519.98	2513.68	2515.16	7078	2514.3328571428488	2512.286923076925	2512.6106249999943	2515.021000000025	54.67039330635085
2024.09.11 20:00	2515.16	2516.87	2512.39	2514.66	5862	2514.85642857142	2511.5965384615406	2513.2531249999943	2516.230000000025	57.11368870087302
2024.09.11 21:00	2514.66	2516.34	2511.21	2511.48	4806	2514.874999999992	2512.1134615384635	2513.986874999994	2516.942000000025	46.61068516585932
2024.09.11 22:00	2511.46	2513.25	2509.76	2512.96	3793	2515.454285714277	2512.5846153846173	2514.8468749999943	2517.554000000025	56.39050666337453
2024.09.11 23:00	2512.96	2513.86	2511.1	2511.44	1837	2516.572142857134	2513.4292307692326	2515.3043749999943	2517.7780000000253	65.92623747969287
2024.09.12 01:00	2511.38	2513.85	2511.38	2512.88	654	2518.964285714277	2513.931923076925	2515.984999999994	2517.527000000025	76.38101776776223
2024.09.12 02:00	2512.88	2513.05	2511.82	2511.92	1176	2521.907857142849	2514.136923076925	2516.5243749999945	2516.960000000025	79.57553050124912
2024.09.12 03:00	2511.92	2512.39	2511.09	2512.19	2949	2524.7685714285626	2514.2496153846173	2517.0943749999947	2519.1510000000258	79.25766360972932
2024.09.12 04:00	2512.1	2515.22	2511.68	2513.13	6789	2527.514285714277	2514.511923076925	2517.4112499999947	2523.210000000025	75.53563113587195
2024.09.12 05:00	2513.13	2514.09	2510.98	2512.22	5451	2530.239999999991	2514.993461538464	2518.7118749999945	2529.3160000000253	77.07246481729848
2024.09.12 06:00	2512.24	2516.06	2512.19	2515.84	3369	2533.0135714285625	2515.348461538464	2521.103124999994	2536.289000000025	77.89625160406894
2024.09.12 07:00	2515.83	2517.71	2515.58	2517.01	2282	2535.7585714285624	2515.6596153846176	2524.7031249999945	2542.8030000000253	78.8054901894161
2024.09.12 08:00	2517.07	2519.68	2517.02	2519.45	4276	2538.7235714285625	2516.783846153849	2529.1862499999947	2547.880000000025	79.03764447418158
2024.09.12 09:00	2519.48	2522.26	2516.73	2516.88	5786	2541.6907142857053	2518.7638461538486	2533.1918749999945	2551.460000000025	77.32078278583134
2024.09.12 10:00	2516.92	2517.74	2514.45	2515.89	4999	2544.62642857142	2521.4442307692334	2537.5256249999943	2553.158000000025	77.88132360669628
2024.09.12 11:00	2515.84	2519.28	2515.09	2517.37	4983	2547.6807142857056	2524.4769230769257	2542.3112499999943	2554.4380000000247	79.50722080665915
2024.09.12 12:00	2517.34	2519.17	2516.36	2518.81	3453	2551.2507142857057	2527.1773076923105	2547.3268749999943	2556.260000000025	80.32612745301964
2024.09.12 13:00	2518.81	2521.0	2513.19	2513.22	4742	2554.5207142857057	2529.9303846153875	2551.240624999994	2557.2930000000247	81.37359199280633
2024.09.12 14:00	2513.2	2520.31	2513.01	2519.55	5788	2557.3357142857058	2532.778846153849	2553.848124999994	2558.1640000000248	82.59633655339445
2024.09.12 15:00	2519.56	2535.28	2518.82	2528.53	12474	2559.0071428571346	2535.6473076923103	2555.011249999994	2559.6010000000247	82.99701432095165
2024.09.12 16:00	2528.49	2551.65	2523.31	2545.41	18258	2559.9464285714203	2538.8984615384643	2555.9831249999943	2560.6450000000245	77.97493616773959
2024.09.12 17:00	2545.37	2554.77	2541.82	2553.4	14459	2560.940714285706	2542.0642307692333	2557.825624999994	2562.4370000000245	78.3187662901356
2024.09.12 18:00	2553.41	2555.08	2548.84	2553.18	9327	2562.304999999992	2545.128461538464	2559.218749999994	2564.5880000000243	79.94905743485859
2024.09.12 19:00	2553.23	2553.63	2544.83	2550.66	8407	2563.444285714277	2548.408461538464	2560.7087499999943	2566.2620000000243	80.0643676657947
2024.09.12 20:00	2550.68	2554.79	2550.08	2554.0	7746	2564.3507142857056	2552.0476923076944	2562.1549999999943	2566.6550000000243	76.522427547021
2024.09.12 21:00	2554.02	2558.75	2552.01	2555.84	7015	2565.0049999999915	2554.8576923076944	2563.373124999994	2567.431000000024	72.8791852703906
2024.09.12 22:00	2555.83	2559.02	2554.55	2557.88	6244	2565.644285714277	2557.1515384615404	2564.3224999999943	2567.630000000024	73.15630110502214
2024.09.12 23:00	2557.86	2560.04	2556.68	2558.39	3241	2566.9564285714205	2558.694615384617	2565.5549999999944	2567.953000000024	79.51343711672403
2024.09.13 01:00	2558.34	2559.49	2557.19	2557.43	1513	2568.299999999992	2559.9365384615407	2566.6249999999945	2567.830000000024	80.38843582859347
2024.09.13 02:00	2557.49	2558.57	2556.63	2558.47	2126	2569.4985714285635	2561.2215384615406	2567.3749999999945	2567.833000000024	81.0196113664861
2024.09.13 03:00	2558.47	2562.72	2556.75	2561.57	5071	2570.857142857135	2562.37730769231	2567.8637499999945	2568.532000000024	83.13390083116015
2024.09.13 04:00	2561.58	2567.99	2559.95	2563.2	9002	2572.2128571428493	2563.370769230771	2567.6949999999943	2570.554000000024	84.16010028080387
2024.09.13 05:00	2563.21	2565.58	2561.58	2565.33	5242	2573.264285714278	2564.385000000002	2568.019999999994	2571.8920000000235	80.02066020908636
2024.09.13 06:00	2565.27	2570.02	2564.58	2567.94	5566	2574.2299999999923	2565.08730769231	2569.307499999994	2574.0100000000234	79.1818271207981
2024.09.13 07:00	2567.96	2570.09	2566.62	2568.81	3158	2575.377142857136	2565.6726923076944	2570.648124999994	2577.3430000000235	79.37934420722362
2024.09.13 08:00	2568.79	2570.25	2565.96	2566.55	6275	2576.2049999999927	2566.700000000002	2571.9756249999937	2579.9010000000235	69.4454691126931
